longitude,latitude,population,median_income,ocean_proximity,land_value
-118.08,33.88,1840.0,3.6417,<1H OCEAN,258044.0
-124.17,40.74,873.0,4.0357,NEAR OCEAN,159836.0
-118.38,34.19,736.0,1.9866,<1H OCEAN,219976.0
-118.43,34.06,523.0,7.4219,<1H OCEAN,620001.24
-118.27,34.06,3915.0,1.1346,<1H OCEAN,170500.0
-118.28,33.99,1363.0,2.5848,<1H OCEAN,126356.0
-118.54,34.17,1034.0,5.6738,<1H OCEAN,550064.0
-119.68,34.42,1139.0,2.707,<1H OCEAN,293632.0
-119.82,36.64,1008.0,2.2466,INLAND,119040.0
-118.31,33.99,791.0,2.2339,<1H OCEAN,129952.0
-122.25,37.83,939.0,3.1484,NEAR BAY,277884.0
-118.37,34.13,1498.0,8.5677,<1H OCEAN,620001.24
-121.63,36.68,3243.0,2.1766,<1H OCEAN,134540.0
-122.45,37.76,2659.0,3.5744,NEAR BAY,620000.0
-118.49,34.25,1335.0,5.0232,<1H OCEAN,314836.0
-117.41,34.11,2602.0,3.5481,INLAND,130820.0
-117.11,33.83,1540.0,3.8036,INLAND,173104.0
-118.51,34.24,1986.0,8.6454,<1H OCEAN,599540.0
-120.96,37.48,682.0,2.9844,INLAND,168516.0
-118.3,34.06,3720.0,1.7896,<1H OCEAN,399528.0
-120.69,35.64,1301.0,2.0076,<1H OCEAN,141360.0
-118.17,33.77,2077.0,2.2538,NEAR OCEAN,224812.0
-122.44,37.74,2818.0,4.2672,NEAR BAY,485956.0
-118.09,34.0,1174.0,3.045,<1H OCEAN,199144.0
-118.1,34.08,3985.0,2.6884,<1H OCEAN,253704.0
-117.66,34.05,2138.0,2.3347,INLAND,128960.0
-121.3,38.03,782.0,4.0227,INLAND,133548.0
-124.26,40.58,907.0,2.3571,NEAR OCEAN,138136.0
-120.58,40.37,1873.0,2.2661,INLAND,76632.0
-122.72,38.31,801.0,4.3906,<1H OCEAN,307520.0
-119.3,36.35,1520.0,2.3304,INLAND,80476.0
-119.78,36.75,1515.0,1.2813,INLAND,69936.0
-118.26,34.05,41.0,4.0972,<1H OCEAN,620001.24
-116.81,33.9,820.0,1.3286,INLAND,101432.0
-118.95,35.36,1753.0,2.1078,INLAND,67828.0
-118.02,33.91,1248.0,5.4236,<1H OCEAN,268708.0
-121.46,38.53,1607.0,1.8007,INLAND,81096.0
-123.11,40.6,316.0,1.1602,INLAND,80600.0
-121.36,38.57,653.0,5.6485,INLAND,160580.0
-117.84,33.89,1912.0,5.7951,<1H OCEAN,281356.0
-117.21,33.97,8437.0,5.6409,INLAND,245148.0
-122.01,38.37,1673.0,5.778,INLAND,217868.0
-122.15,37.44,522.0,4.9861,NEAR BAY,620001.24
-119.75,36.8,1894.0,2.197,INLAND,92380.0
-117.96,33.8,488.0,4.7667,<1H OCEAN,242048.0
-119.85,36.82,887.0,5.5405,INLAND,147932.0
-120.49,40.31,969.0,3.4643,INLAND,105524.0
-122.26,37.85,1504.0,3.2705,NEAR BAY,299832.0
-121.32,38.7,1879.0,4.3643,INLAND,154876.0
-119.44,38.53,682.0,1.5817,INLAND,121272.0
-118.17,33.87,1404.0,2.9803,<1H OCEAN,205716.0
-118.1,34.57,11973.0,3.3086,INLAND,171244.0
-122.63,38.34,979.0,5.1966,<1H OCEAN,403496.0
-118.23,34.15,1332.0,3.1004,<1H OCEAN,318804.0
-122.33,37.55,870.0,9.3694,NEAR OCEAN,620001.24
-120.94,37.7,390.0,4.4,INLAND,215884.0
-118.46,34.0,248.0,5.1664,<1H OCEAN,405108.0
-117.92,33.64,985.0,3.1305,<1H OCEAN,333312.0
-118.35,33.94,2755.0,2.5547,<1H OCEAN,186496.0
-119.67,36.83,1024.0,5.0864,INLAND,140988.0
-121.36,38.04,1290.0,5.0285,INLAND,183768.0
-118.54,34.18,4100.0,3.0943,<1H OCEAN,216380.0
-118.22,34.19,446.0,3.215,<1H OCEAN,410812.0
-120.51,37.32,1108.0,2.3099,INLAND,111104.0
-119.71,34.42,1091.0,4.1062,<1H OCEAN,313596.0
-118.29,34.04,1945.0,2.4359,<1H OCEAN,153388.0
-116.53,33.84,3470.0,2.5885,INLAND,197160.0
-117.06,32.77,3868.0,3.0755,NEAR OCEAN,206832.0
-122.2,38.09,3205.0,5.2957,NEAR BAY,213156.0
-121.77,38.67,1548.0,2.2794,INLAND,135036.0
-118.02,34.13,1239.0,5.2329,INLAND,534316.0
-121.03,37.68,1004.0,3.7857,INLAND,137020.0
-118.86,34.22,673.0,6.2708,<1H OCEAN,311736.0
-118.29,34.05,1426.0,1.8571,<1H OCEAN,178312.0
-120.88,38.91,1960.0,2.902,INLAND,157852.0
-118.03,34.09,1152.0,2.8029,INLAND,224316.0
-119.28,35.52,573.0,2.2321,INLAND,46500.0
-121.49,38.52,955.0,3.1014,INLAND,120032.0
-117.92,33.79,2683.0,3.1726,<1H OCEAN,246388.0
-117.44,34.1,926.0,2.075,INLAND,117924.0
-118.35,34.06,1768.0,2.4722,<1H OCEAN,620001.24
-117.16,33.61,1223.0,4.7944,<1H OCEAN,266972.0
-118.06,34.1,786.0,3.5761,<1H OCEAN,318308.0
-119.69,36.81,1634.0,4.4934,INLAND,109120.0
-118.14,34.08,2937.0,2.9405,<1H OCEAN,270072.0
-122.03,36.98,1341.0,2.1553,NEAR OCEAN,316696.0
-118.61,34.17,705.0,4.0,<1H OCEAN,345340.0
-118.15,34.7,1192.0,3.9615,INLAND,144212.0
-121.91,37.36,1940.0,3.2153,<1H OCEAN,247628.0
-122.45,41.28,1188.0,3.4519,INLAND,159712.0
-117.64,34.07,1269.0,2.6913,INLAND,134292.0
-117.07,32.71,2263.0,2.2454,NEAR OCEAN,111104.0
-118.53,34.14,2515.0,9.2189,<1H OCEAN,620001.24
-121.5,38.53,1508.0,3.5231,INLAND,141732.0
-121.51,37.02,1142.0,4.0238,INLAND,464504.0
-122.13,37.44,1088.0,9.1508,NEAR BAY,620001.24
-119.04,34.22,2079.0,4.6458,<1H OCEAN,276272.0
-118.33,34.07,531.0,15.0001,<1H OCEAN,620001.24
-122.41,37.76,1816.0,3.0774,NEAR BAY,372000.0
-118.48,34.07,1318.0,12.8665,<1H OCEAN,620001.24
-121.27,38.44,1320.0,5.8831,INLAND,260276.0
-117.88,33.84,1532.0,3.7303,<1H OCEAN,277512.0
-122.47,37.78,1448.0,3.1392,NEAR BAY,523776.0
-122.31,37.55,305.0,2.6159,NEAR OCEAN,338396.0
-118.27,33.87,3244.0,4.2768,<1H OCEAN,224936.0
-117.67,34.06,1182.0,2.4583,INLAND,136896.0
-122.52,37.92,334.0,5.8509,NEAR BAY,394072.0
-122.19,37.79,546.0,2.6667,NEAR BAY,214272.0
-121.01,37.62,622.0,1.8167,INLAND,98580.0
-121.86,37.41,1671.0,6.5004,<1H OCEAN,326864.0
-122.31,37.54,660.0,4.163,NEAR OCEAN,488312.0
-117.33,33.24,2298.0,2.9386,NEAR OCEAN,177816.0
-118.47,34.03,1303.0,3.5987,<1H OCEAN,422220.0
-119.31,36.39,1538.0,1.9342,INLAND,85064.0
-118.09,33.92,1669.0,4.6976,<1H OCEAN,212164.0
-118.42,33.99,599.0,4.0893,<1H OCEAN,308636.0
-118.31,33.91,874.0,3.8173,<1H OCEAN,220596.0
-118.41,34.02,1322.0,3.5022,<1H OCEAN,348812.0
-123.83,41.88,660.0,3.13,<1H OCEAN,144708.0
-121.74,39.38,1100.0,2.3243,INLAND,106020.0
-121.96,37.53,1252.0,2.6198,<1H OCEAN,292516.0
-116.72,34.89,1640.0,2.8594,INLAND,101308.0
-118.45,34.17,996.0,3.2386,<1H OCEAN,343852.0
-120.43,34.98,1466.0,3.6639,<1H OCEAN,159464.0
-118.33,33.98,1472.0,1.6477,<1H OCEAN,135036.0
-118.56,34.2,1083.0,5.0483,<1H OCEAN,274040.0
-117.82,33.77,976.0,7.1882,<1H OCEAN,445408.0
-121.86,37.21,916.0,9.1974,<1H OCEAN,620001.24
-117.97,33.74,784.0,4.2566,<1H OCEAN,172608.0
-121.82,36.86,142.0,2.1719,NEAR OCEAN,520800.0
-119.31,34.41,1361.0,4.1319,NEAR OCEAN,303800.0
-118.58,34.19,2863.0,3.3125,<1H OCEAN,276272.0
-122.42,37.76,2129.0,3.5052,NEAR BAY,485088.0
-117.35,33.23,934.0,3.8958,NEAR OCEAN,235352.0
-118.2,34.03,813.0,2.3472,<1H OCEAN,167648.0
-118.22,33.98,1300.0,2.6548,<1H OCEAN,152768.0
-116.54,33.82,2725.0,1.5595,INLAND,143344.0
-119.12,36.69,1905.0,2.2278,INLAND,112220.0
-116.37,33.19,1289.0,2.5795,INLAND,122388.0
-121.65,40.88,1537.0,3.0179,INLAND,76012.0
-122.26,37.78,496.0,2.9213,NEAR BAY,236592.0
-116.93,32.82,1820.0,4.2586,<1H OCEAN,212040.0
-118.36,34.22,1545.0,3.7663,<1H OCEAN,198772.0
-121.92,36.62,425.0,3.7614,NEAR OCEAN,299708.0
-120.5,35.03,4660.0,3.5682,<1H OCEAN,343852.0
-118.23,34.1,1536.0,2.1687,<1H OCEAN,194680.0
-118.45,34.19,739.0,2.4667,<1H OCEAN,238328.0
-118.37,34.06,878.0,4.0217,<1H OCEAN,620001.24
-117.9,33.92,391.0,5.9177,<1H OCEAN,331824.0
-118.28,34.01,2450.0,1.7143,<1H OCEAN,163680.0
-118.98,35.41,640.0,3.875,INLAND,117180.0
-118.42,34.27,808.0,2.6667,<1H OCEAN,183272.0
-118.44,34.07,1322.0,7.1674,<1H OCEAN,620001.24
-117.23,33.21,861.0,3.6181,<1H OCEAN,265112.0
-118.22,33.94,1412.0,3.0903,<1H OCEAN,190340.0
-117.69,33.47,679.0,5.756,<1H OCEAN,378944.0
-117.37,33.97,877.0,1.4514,INLAND,99076.0
-120.83,38.74,1714.0,2.2269,INLAND,159092.0
-119.17,34.17,1482.0,3.5867,NEAR OCEAN,225804.0
-118.96,35.38,973.0,3.0568,INLAND,106144.0
-117.42,33.94,1383.0,3.5403,INLAND,140740.0
-117.36,33.99,804.0,2.9688,INLAND,115196.0
-117.93,34.05,848.0,4.1731,<1H OCEAN,254324.0
-118.22,34.04,1417.0,1.4189,<1H OCEAN,175708.0
-121.42,36.57,2474.0,2.8775,<1H OCEAN,166284.0
-118.26,34.06,490.0,1.4886,<1H OCEAN,217000.0
-117.08,33.03,761.0,5.3074,<1H OCEAN,170128.0
-118.31,33.9,1131.0,3.5417,<1H OCEAN,246016.0
-121.63,39.12,1099.0,4.3864,INLAND,145700.0
-118.02,33.94,1339.0,5.3016,<1H OCEAN,238328.0
-118.28,33.96,1640.0,1.9348,<1H OCEAN,122884.0
-117.06,34.03,859.0,1.5203,INLAND,156488.0
-119.29,34.45,1383.0,2.6893,<1H OCEAN,286192.0
-117.93,33.73,3009.0,3.9816,<1H OCEAN,222580.0
-118.38,33.84,1157.0,6.0382,<1H OCEAN,440572.0
-121.15,38.91,787.0,4.2723,INLAND,239444.0
-122.32,37.99,2315.0,4.2852,NEAR BAY,215140.0
-118.13,34.14,1658.0,3.2643,<1H OCEAN,203236.0
-117.06,34.17,416.0,2.712,INLAND,110360.0
-118.19,33.86,1659.0,3.1215,<1H OCEAN,190464.0
-118.32,33.92,710.0,4.8304,<1H OCEAN,189472.0
-120.68,35.5,1834.0,3.7672,<1H OCEAN,215512.0
-121.26,38.66,447.0,4.0781,INLAND,154132.0
-118.2,34.21,609.0,7.8375,<1H OCEAN,620001.24
-121.81,37.33,3651.0,7.2982,<1H OCEAN,425320.0
-117.21,33.82,1943.0,3.9052,INLAND,151404.0
-124.17,40.76,992.0,2.8056,NEAR OCEAN,102672.0
-122.21,37.48,1771.0,3.0147,NEAR BAY,270444.0
-118.26,34.02,1046.0,2.2356,<1H OCEAN,148180.0
-119.07,36.07,1285.0,3.2042,INLAND,94488.0
-118.29,33.89,1072.0,2.7428,<1H OCEAN,259036.0
-121.92,37.32,1485.0,2.4207,<1H OCEAN,205344.0
-118.05,36.64,896.0,2.0357,INLAND,92008.0
-118.3,33.93,2017.0,1.3962,<1H OCEAN,154132.0
-115.58,33.88,724.0,3.1827,INLAND,88908.0
-117.87,33.81,1268.0,3.7604,<1H OCEAN,347324.0
-118.33,34.1,1552.0,2.0888,<1H OCEAN,294500.0
-122.1,37.69,387.0,3.9063,NEAR BAY,221216.0
-119.72,36.82,550.0,2.2639,INLAND,65100.0
-121.99,37.34,2249.0,3.9625,<1H OCEAN,325996.0
-118.24,34.12,3320.0,2.6111,<1H OCEAN,209312.0
-122.45,37.71,1562.0,4.3846,NEAR OCEAN,335544.0
-117.23,32.74,513.0,4.1806,NEAR OCEAN,327112.0
-122.11,37.83,1887.0,7.203,NEAR BAY,458676.0
-117.4,34.11,1443.0,4.2121,INLAND,158844.0
-117.14,32.7,593.0,0.9589,NEAR OCEAN,111600.0
-120.6,37.37,1368.0,4.6667,INLAND,161324.0
-118.37,33.82,1319.0,5.878,<1H OCEAN,480872.0
-122.26,40.19,1194.0,2.0425,INLAND,78988.0
-117.9,33.91,687.0,3.5403,<1H OCEAN,242296.0
-120.86,37.53,1751.0,1.6445,INLAND,194556.0
-118.44,34.03,561.0,4.2411,<1H OCEAN,435116.0
-118.45,34.29,840.0,2.3375,<1H OCEAN,191208.0
-117.73,35.73,1870.0,3.625,INLAND,68200.0
-117.3,33.05,775.0,3.2308,NEAR OCEAN,410812.0
-117.15,32.77,847.0,2.9576,NEAR OCEAN,114328.0
-119.38,36.54,2030.0,1.5223,INLAND,64232.0
-117.44,34.08,3208.0,3.6025,INLAND,144336.0
-117.24,32.95,547.0,5.9547,NEAR OCEAN,408332.0
-120.42,34.96,1386.0,3.6212,<1H OCEAN,187736.0
-117.94,33.8,1811.0,2.8,<1H OCEAN,265732.0
-121.31,37.96,694.0,3.3466,INLAND,114824.0
-122.04,36.96,200.0,2.1667,NEAR OCEAN,243536.0
-118.05,34.08,1857.0,2.4914,<1H OCEAN,197408.0
-120.71,38.73,862.0,2.9219,INLAND,175212.0
-118.36,33.98,782.0,5.057,<1H OCEAN,305412.0
-122.49,37.89,541.0,6.0238,NEAR BAY,620001.24
-121.32,37.96,50.0,2.7656,INLAND,62000.0
-117.88,34.06,3081.0,5.9254,<1H OCEAN,609088.0
-118.29,34.06,2235.0,1.9309,<1H OCEAN,289292.0
-118.35,33.93,810.0,1.9766,<1H OCEAN,201500.0
-122.07,37.13,543.0,4.9792,NEAR OCEAN,297600.0
-121.04,37.78,1466.0,2.5643,INLAND,248000.0
-117.11,32.77,590.0,2.5952,NEAR OCEAN,235972.0
-118.34,33.99,919.0,4.8125,<1H OCEAN,211420.0
-116.48,33.96,644.0,2.3382,INLAND,110856.0
-117.07,32.77,1849.0,3.5446,NEAR OCEAN,230020.0
-118.35,34.05,1374.0,2.0984,<1H OCEAN,195920.0
-118.23,34.18,943.0,8.1132,<1H OCEAN,553784.0
-121.44,38.61,765.0,1.8792,INLAND,78492.0
-121.85,37.28,1476.0,2.3971,<1H OCEAN,108500.0
-118.32,34.03,455.0,3.0132,<1H OCEAN,276768.0
-117.28,32.74,1785.0,2.7515,NEAR OCEAN,307148.0
-121.3,38.68,1253.0,5.2817,INLAND,174344.0
-117.87,33.82,1088.0,5.9397,<1H OCEAN,309256.0
-117.06,32.56,2768.0,1.7958,NEAR OCEAN,174096.0
-121.99,38.34,748.0,4.0433,INLAND,163928.0
-122.44,37.76,945.0,5.2519,NEAR BAY,466984.0
-121.0,39.0,93.0,10.9891,INLAND,387500.0
-122.37,40.39,1970.0,3.3005,INLAND,122140.0
-118.24,33.93,861.0,1.0625,<1H OCEAN,111352.0
-118.18,34.02,987.0,3.0972,<1H OCEAN,155000.0
-122.45,37.67,963.0,4.7813,NEAR OCEAN,305536.0
-121.42,38.63,740.0,2.6055,INLAND,96720.0
-122.4,38.34,520.0,3.5781,<1H OCEAN,300700.0
-118.29,34.08,557.0,1.525,<1H OCEAN,260400.0
-120.27,36.29,1376.0,2.4398,INLAND,108500.0
-122.42,37.66,335.0,4.125,NEAR OCEAN,406224.0
-119.06,34.23,2002.0,5.2742,<1H OCEAN,319300.0
-118.44,34.17,1941.0,3.8081,<1H OCEAN,355508.0
-118.15,33.77,1398.0,3.5528,NEAR OCEAN,336164.0
-121.57,39.13,413.0,1.5694,INLAND,71796.0
-117.6,33.45,996.0,5.4031,NEAR OCEAN,302312.0
-121.36,38.61,951.0,3.8882,INLAND,197780.0
-118.51,34.2,1350.0,3.7049,<1H OCEAN,282100.0
-118.31,34.09,835.0,1.8576,<1H OCEAN,240312.0
-117.9,34.15,1332.0,3.3942,INLAND,263872.0
-118.27,33.94,1406.0,1.449,<1H OCEAN,115444.0
-120.76,38.73,314.0,1.5625,INLAND,134292.0
-117.47,33.91,1920.0,2.2241,INLAND,157852.0
-121.79,37.3,3083.0,5.9399,<1H OCEAN,299956.0
-118.13,33.88,1131.0,3.5278,<1H OCEAN,205964.0
-118.08,33.96,1659.0,4.0096,<1H OCEAN,204600.0
-118.4,34.18,1912.0,3.5711,<1H OCEAN,387748.0
-117.11,32.97,850.0,6.0862,<1H OCEAN,326864.0
-122.37,40.55,544.0,2.6705,INLAND,169508.0
-117.06,32.7,3280.0,4.112,NEAR OCEAN,175336.0
-117.79,34.07,870.0,3.7933,INLAND,143964.0
-120.81,39.02,326.0,2.8155,INLAND,125240.0
-122.27,37.79,718.0,2.6354,NEAR BAY,232500.0
-117.87,34.15,1056.0,5.4224,INLAND,334180.0
-121.24,38.67,1742.0,4.0182,INLAND,163308.0
-117.35,33.68,282.0,4.2788,<1H OCEAN,155000.0
-121.93,36.99,2954.0,4.7325,NEAR OCEAN,351540.0
-122.78,39.05,661.0,2.6181,INLAND,135036.0
-118.75,34.27,1629.0,5.8096,<1H OCEAN,327856.0
-122.44,37.77,1428.0,3.0766,NEAR BAY,544236.0
-118.49,34.02,716.0,1.5132,<1H OCEAN,558000.0
-118.01,33.83,2104.0,4.9803,<1H OCEAN,258664.0
-117.96,34.0,3527.0,4.4038,<1H OCEAN,231508.0
-121.26,38.73,1527.0,5.3451,INLAND,213404.0
-118.14,33.77,1301.0,3.2917,NEAR OCEAN,381176.0
-117.88,33.84,906.0,5.1782,<1H OCEAN,279000.0
-117.31,34.08,611.0,1.9926,INLAND,101060.0
-121.6,39.68,844.0,2.3958,INLAND,137888.0
-121.15,38.21,2164.0,4.0365,INLAND,216008.0
-121.83,37.37,370.0,4.25,<1H OCEAN,259284.0
-117.11,32.59,1538.0,2.1179,NEAR OCEAN,189844.0
-122.25,38.16,1812.0,2.9375,NEAR BAY,132308.0
-119.17,34.17,1295.0,2.6667,NEAR OCEAN,204476.0
-117.06,32.57,1776.0,4.6364,NEAR OCEAN,174964.0
-120.62,38.39,1444.0,2.7399,INLAND,167152.0
-118.92,34.17,685.0,5.9836,<1H OCEAN,365552.0
-122.43,37.74,724.0,5.3292,NEAR BAY,373116.0
-122.02,37.6,1382.0,3.694,NEAR BAY,197904.0
-118.0,33.76,1426.0,3.0263,<1H OCEAN,240808.0
-121.9,37.4,1606.0,3.7622,<1H OCEAN,186000.0
-117.33,34.08,1394.0,3.1799,INLAND,107508.0
-117.99,33.78,2300.0,3.5313,<1H OCEAN,264120.0
-122.46,37.73,812.0,6.8322,NEAR BAY,488684.0
-117.87,33.84,730.0,4.5112,<1H OCEAN,172360.0
-118.36,34.15,1221.0,4.3,<1H OCEAN,620001.24
-118.23,33.89,4145.0,2.1389,<1H OCEAN,165416.0
-122.33,37.94,828.0,4.0526,NEAR BAY,186992.0
-122.45,37.79,1107.0,5.5634,NEAR BAY,620001.24
-118.23,34.21,121.0,6.213,<1H OCEAN,353400.0
-117.28,33.18,384.0,6.2096,NEAR OCEAN,220844.0
-118.2,34.14,1219.0,4.0909,<1H OCEAN,253208.0
-122.17,37.76,1074.0,1.9356,NEAR BAY,112344.0
-117.05,32.61,1145.0,3.8615,NEAR OCEAN,172732.0
-117.89,33.72,3872.0,4.65,<1H OCEAN,245272.0
-117.32,34.14,1457.0,1.8438,INLAND,82584.0
-118.21,33.98,1257.0,3.2788,<1H OCEAN,209560.0
-118.85,34.25,1992.0,7.2965,<1H OCEAN,425196.0
-119.04,36.07,1108.0,2.2277,INLAND,96720.0
-118.47,34.0,891.0,2.7143,<1H OCEAN,356500.0
-118.17,33.77,1004.0,3.0153,NEAR OCEAN,272800.0
-119.85,36.77,847.0,2.9315,INLAND,103168.0
-117.03,34.07,1615.0,4.2333,INLAND,273172.0
-117.8,33.52,519.0,3.053,<1H OCEAN,620001.24
-118.16,33.91,3013.0,2.9531,<1H OCEAN,157604.0
-121.24,38.66,1329.0,6.2082,INLAND,310372.0
-117.94,33.87,1275.0,3.9375,<1H OCEAN,231880.0
-118.19,34.05,785.0,2.6964,<1H OCEAN,151528.0
-120.57,38.35,661.0,2.2604,INLAND,105152.0
-120.37,38.25,1149.0,2.5352,INLAND,140988.0
-118.48,34.23,919.0,4.7583,<1H OCEAN,320664.0
-118.23,33.99,714.0,2.1912,<1H OCEAN,139500.0
-118.37,34.16,774.0,4.4122,<1H OCEAN,350052.0
-117.84,34.1,4419.0,3.8465,<1H OCEAN,224068.0
-122.0,37.32,1915.0,4.7402,<1H OCEAN,303180.0
-121.79,36.68,3794.0,3.0608,<1H OCEAN,208692.0
-118.55,34.26,1508.0,8.203,<1H OCEAN,552296.0
-122.0,37.86,3011.0,10.7372,<1H OCEAN,620001.24
-115.46,33.19,777.0,1.0,INLAND,49600.0
-118.21,34.08,3163.0,1.9495,<1H OCEAN,214768.0
-122.86,40.56,423.0,1.7393,INLAND,100812.0
-121.94,38.41,665.0,4.5,INLAND,323516.0
-119.7,34.42,1490.0,2.675,<1H OCEAN,307396.0
-118.04,33.81,2204.0,5.8527,<1H OCEAN,298840.0
-118.46,34.0,376.0,3.875,<1H OCEAN,461280.0
-117.87,33.89,786.0,6.4218,<1H OCEAN,341000.0
-117.25,34.13,381.0,2.5234,INLAND,109368.0
-118.23,34.21,1357.0,3.5174,<1H OCEAN,332320.0
-118.29,34.08,445.0,1.9286,<1H OCEAN,170500.0
-122.08,37.97,1105.0,6.6579,NEAR BAY,304048.0
-122.1,37.9,368.0,6.5095,NEAR BAY,365056.0
-118.27,34.11,1859.0,2.978,<1H OCEAN,380432.0
-121.8,37.32,2228.0,5.6817,<1H OCEAN,278008.0
-118.29,34.04,2049.0,2.0405,<1H OCEAN,177320.0
-122.55,38.07,1894.0,3.0573,NEAR BAY,434992.0
-117.89,34.12,1396.0,4.05,<1H OCEAN,175212.0
-117.24,33.2,989.0,2.5119,<1H OCEAN,212908.0
-121.61,37.03,3071.0,5.6754,<1H OCEAN,370140.0
-122.29,38.28,1272.0,3.6083,NEAR BAY,166408.0
-122.31,38.3,1789.0,3.6039,NEAR BAY,156240.0
-121.22,37.8,1719.0,2.1186,INLAND,117056.0
-118.1,34.71,1524.0,2.415,INLAND,170500.0
-118.0,33.83,1022.0,3.9333,<1H OCEAN,243164.0
-122.48,37.73,867.0,5.2598,NEAR OCEAN,460660.0
-121.19,38.85,2268.0,4.4085,INLAND,172856.0
-116.37,33.69,858.0,7.8005,INLAND,394444.0
-122.71,38.37,1014.0,5.6018,<1H OCEAN,313720.0
-118.52,34.28,801.0,7.8193,<1H OCEAN,470704.0
-122.23,40.32,1003.0,3.0833,INLAND,100812.0
-118.47,34.01,482.0,2.5417,<1H OCEAN,518568.0
-118.99,37.65,338.0,5.01,INLAND,242420.0
-117.31,33.25,2140.0,3.125,<1H OCEAN,126852.0
-122.24,38.12,1243.0,4.2902,NEAR BAY,188976.0
-122.05,37.95,738.0,4.175,NEAR BAY,210056.0
-121.06,38.98,1140.0,4.7019,INLAND,263872.0
-118.42,34.27,1216.0,3.3214,<1H OCEAN,162812.0
-121.42,38.64,1042.0,1.6033,INLAND,72540.0
-120.46,37.65,130.0,1.4464,INLAND,98208.0
-122.73,41.76,950.0,2.5357,INLAND,116808.0
-120.43,34.69,1067.0,3.6023,NEAR OCEAN,159092.0
-117.89,33.77,1239.0,3.9219,<1H OCEAN,235104.0
-119.89,36.73,302.0,2.6146,INLAND,100812.0
-118.21,34.22,941.0,8.3695,<1H OCEAN,620001.24
-119.59,36.11,524.0,2.25,INLAND,62000.0
-117.74,34.04,1987.0,3.0429,INLAND,160704.0
-115.55,32.98,952.0,5.4349,INLAND,177320.0
-119.64,36.36,1055.0,5.2134,INLAND,120776.0
-118.27,33.83,717.0,3.1667,<1H OCEAN,231756.0
-118.32,34.1,1957.0,1.7325,<1H OCEAN,275156.0
-117.74,33.62,686.0,3.4706,<1H OCEAN,299708.0
-119.59,36.64,798.0,3.0521,INLAND,141112.0
-116.45,32.65,1644.0,2.1949,INLAND,157604.0
-117.87,33.75,1968.0,0.971,<1H OCEAN,127100.0
-118.33,34.03,1714.0,1.7377,<1H OCEAN,228036.0
-118.43,34.15,459.0,7.672,<1H OCEAN,579824.0
-118.61,34.23,1724.0,6.1419,<1H OCEAN,405852.0
-121.3,38.66,1292.0,3.3188,INLAND,145204.0
-118.36,33.95,1283.0,4.1635,<1H OCEAN,203236.0
-122.38,40.58,520.0,1.6983,INLAND,90024.0
-118.27,34.05,1685.0,1.5727,<1H OCEAN,279000.0
-117.22,34.12,1538.0,2.809,INLAND,102300.0
-116.99,33.01,529.0,7.7517,<1H OCEAN,620001.24
-118.08,33.78,1051.0,5.5767,<1H OCEAN,461280.0
-117.95,34.11,2013.0,3.1034,INLAND,174592.0
-122.18,37.74,323.0,1.8438,NEAR BAY,112220.0
-121.23,40.29,1501.0,2.1524,INLAND,95604.0
-118.09,33.92,711.0,4.5699,<1H OCEAN,211792.0
-122.44,37.78,1703.0,2.8654,NEAR BAY,347200.0
-118.29,33.94,1880.0,1.6716,<1H OCEAN,153512.0
-119.11,36.29,859.0,2.6065,INLAND,116312.0
-117.02,34.9,782.0,1.6515,INLAND,76384.0
-118.24,34.16,733.0,9.5823,<1H OCEAN,503688.0
-121.45,38.52,888.0,2.5592,INLAND,87172.0
-123.8,39.46,698.0,2.9243,<1H OCEAN,163184.0
-121.94,37.3,2347.0,4.7275,<1H OCEAN,363320.0
-118.23,33.89,1782.0,2.1949,<1H OCEAN,117924.0
-118.39,34.05,724.0,5.7509,<1H OCEAN,587884.0
-121.99,38.48,934.0,4.6719,INLAND,310000.0
-122.25,37.77,482.0,3.1771,NEAR BAY,260648.0
-121.04,37.69,4449.0,4.5332,INLAND,242420.0
-121.2,37.8,1512.0,3.7546,INLAND,167772.0
-118.2,33.81,1525.0,4.95,NEAR OCEAN,240560.0
-121.34,38.67,331.0,3.0417,INLAND,149668.0
-121.78,39.71,84.0,2.125,INLAND,222208.0
-118.54,34.24,2360.0,3.0977,<1H OCEAN,327360.0
-118.17,33.83,800.0,4.8693,NEAR OCEAN,344348.0
-122.12,37.68,1159.0,3.4839,NEAR BAY,223944.0
-121.94,36.99,2004.0,4.2898,NEAR OCEAN,274908.0
-121.92,38.02,1526.0,5.102,INLAND,194060.0
-119.29,36.34,2178.0,1.2634,INLAND,62744.0
-118.22,33.91,2263.0,1.5161,<1H OCEAN,127968.0
-117.25,34.11,2011.0,2.7473,INLAND,87792.0
-120.1,39.2,409.0,3.087,INLAND,244156.0
-122.25,37.74,897.0,4.4562,NEAR BAY,255688.0
-118.3,34.17,342.0,3.0687,<1H OCEAN,248000.0
-118.86,34.16,578.0,10.2614,<1H OCEAN,509392.0
-118.26,33.94,1408.0,1.65,<1H OCEAN,116808.0
-118.01,34.1,1375.0,3.4609,INLAND,206212.0
-118.12,33.86,972.0,4.8516,<1H OCEAN,264864.0
-122.08,37.9,1691.0,5.1097,NEAR BAY,357120.0
-121.34,37.99,2195.0,3.9615,INLAND,241304.0
-119.69,34.43,1011.0,4.149,<1H OCEAN,550064.0
